Rank,Name,Count,Gender,Year
24,daniel,322,Male,2011
25,tyler,292,Male,2011
26,harrison,291,Male,2011
27,mason,286,Male,2011
28,jake,272,Male,2011
29,levi,271,Male,2011
30,oscar,266,Male,2011
31,harry,265,Male,2011
32,logan,262,Male,2011
33,luke,261,Male,2011
34,matthew,260,Male,2011
35,michael,250,Male,2011
36,nicholas,249,Male,2011
37,aiden,239,Male,2011
38,sebastian,232,Male,2011
39,dylan,224,Male,2011
40,henry,224,Male,2011
41,jackson,223,Male,2011
42,hayden,214,Male,2011
43,joseph,209,Male,2011
44,elijah,202,Male,2011
45,eli,201,Male,2011
46,blake,199,Male,2011
47,archie,191,Male,2011
48,hunter,190,Male,2011
49,adam,187,Male,2011
50,beau,184,Male,2011
51,flynn,182,Male,2011
52,patrick,179,Male,2011
53,connor,178,Male,2011
54,zachary,177,Male,2011
55,ashton,175,Male,2011
56,christian,174,Male,2011
57,george,168,Male,2011
58,finn,165,Male,2011
59,nathan,159,Male,2011
60,nate,158,Male,2011
61,angus,156,Male,2011
62,toby,155,Male,2011
63,bailey,153,Male,2011
64,jordan,153,Male,2011
65,leo,151,Male,2011
66,hamish,148,Male,2011
67,anthony,146,Male,2011
68,andrew,145,Male,2011
69,edward,145,Male,2011
70,marcus,145,Male,2011
71,ali,144,Male,2011
72,caleb,144,Male,2011
73,cameron,139,Male,2011
74,charles,139,Male,2011
75,callum,138,Male,2011
76,david,138,Male,2011
77,zac,138,Male,2011
78,mitchell,136,Male,2011
79,luca,135,Male,2011
80,kai,134,Male,2011
81,lincoln,128,Male,2011
82,chase,127,Male,2011
83,christopher,127,Male,2011
84,john,126,Male,2011
85,aidan,125,Male,2011
86,dominic,123,Male,2011
87,austin,119,Male,2011
88,jonathan,118,Male,2011
89,owen,118,Male,2011
90,alex,116,Male,2011
91,aaron,115,Male,2011
92,braxton,114,Male,2011
93,hugo,114,Male,2011
94,jaxon,114,Male,2011
95,ryder,113,Male,2011
96,jasper,112,Male,2011
97,gabriel,109,Male,2011
98,jett,109,Male,2011
99,jesse,107,Male,2011
100,koby,106,Male,2011
1,william,726,Male,2010
2,jack,623,Male,2010
3,oliver,558,Male,2010
4,joshua,549,Male,2010
5,thomas,549,Male,2010
6,lachlan,546,Male,2010
7,cooper,536,Male,2010
8,noah,536,Male,2010
9,ethan,535,Male,2010
10,lucas,502,Male,2010
11,james,486,Male,2010
12,samuel,457,Male,2010
13,jacob,443,Male,2010
14,liam,422,Male,2010
15,alexander,408,Male,2010
16,benjamin,396,Male,2010
17,max,385,Male,2010
18,isaac,383,Male,2010
19,daniel,374,Male,2010
20,riley,372,Male,2010
21,ryan,369,Male,2010
22,charlie,344,Male,2010
23,tyler,331,Male,2010
24,xavier,313,Male,2010
25,matthew,312,Male,2010
26,jake,311,Male,2010
27,jayden,305,Male,2010
28,harry,303,Male,2010
29,nicholas,271,Male,2010
30,levi,270,Male,2010
31,harrison,262,Male,2010
32,luke,260,Male,2010
33,aiden,241,Male,2010
34,henry,239,Male,2010
35,adam,237,Male,2010
36,michael,236,Male,2010
37,oscar,235,Male,2010
38,dylan,234,Male,2010
39,jackson,231,Male,2010
40,logan,228,Male,2010
41,blake,207,Male,2010
42,nathan,204,Male,2010
43,connor,201,Male,2010
44,elijah,199,Male,2010
45,joseph,198,Male,2010
46,nate,196,Male,2010
47,bailey,186,Male,2010
48,archie,181,Male,2010
49,marcus,174,Male,2010
50,cameron,173,Male,2010
51,jordan,172,Male,2010
52,mason,172,Male,2010
53,caleb,170,Male,2010
54,ashton,169,Male,2010
55,zachary,169,Male,2010
56,hunter,168,Male,2010
57,hayden,166,Male,2010
58,toby,164,Male,2010
59,aidan,163,Male,2010
60,hamish,160,Male,2010
61,angus,159,Male,2010
62,edward,158,Male,2010
63,eli,158,Male,2010
64,sebastian,156,Male,2010
65,christian,154,Male,2010
66,andrew,152,Male,2010
67,anthony,151,Male,2010
68,beau,151,Male,2010
69,luca,151,Male,2010
70,kai,150,Male,2010
71,patrick,149,Male,2010
72,alex,143,Male,2010
73,george,141,Male,2010
74,finn,140,Male,2010
75,callum,138,Male,2010
76,jett,137,Male,2010
77,mitchell,137,Male,2010
78,zac,136,Male,2010
79,gabriel,134,Male,2010
80,jesse,132,Male,2010
81,declan,129,Male,2010
82,leo,129,Male,2010
83,aaron,127,Male,2010
84,jasper,124,Male,2010
85,david,123,Male,2010
86,charles,122,Male,2010
87,hugo,121,Male,2010
88,jonathan,119,Male,2010
89,christopher,118,Male,2010
90,justin,115,Male,2010
91,chase,113,Male,2010
92,owen,112,Male,2010
93,ali,110,Male,2010
94,darcy,109,Male,2010
95,lincoln,109,Male,2010
96,cody,105,Male,2010
97,sam,103,Male,2010
98,phoenix,102,Male,2010
99,tyson,101,Male,2010
100,joel,100,Male,2010
1,william,742,Male,2009
2,jack,656,Male,2009
3,lachlan,609,Male,2009
4,cooper,598,Male,2009
5,joshua,582,Male,2009
6,thomas,575,Male,2009
7,oliver,557,Male,2009
8,noah,545,Male,2009
9,ethan,512,Male,2009
10,riley,504,Male,2009
11,james,502,Male,2009
12,lucas,496,Male,2009
13,samuel,476,Male,2009
14,benjamin,462,Male,2009
15,daniel,427,Male,2009
16,liam,409,Male,2009
17,max,401,Male,2009
18,alexander,391,Male,2009
19,ryan,381,Male,2009
20,jacob,379,Male,2009
21,isaac,356,Male,2009
22,matthew,350,Male,2009
23,jayden,334,Male,2009
24,charlie,311,Male,2009
25,tyler,301,Male,2009
26,luke,294,Male,2009
27,jake,281,Male,2009
28,nicholas,280,Male,2009
29,harry,279,Male,2009
30,xavier,277,Male,2009
31,oscar,273,Male,2009
32,dylan,254,Male,2009
33,jackson,254,Male,2009
34,harrison,248,Male,2009
35,aiden,243,Male,2009
36,michael,240,Male,2009
37,levi,222,Male,2009
38,connor,220,Male,2009
39,zachary,220,Male,2009
40,bailey,218,Male,2009
41,blake,218,Male,2009
42,logan,218,Male,2009
43,christian,214,Male,2009
44,hayden,207,Male,2009
45,joseph,203,Male,2009
46,archie,202,Male,2009
47,jordan,197,Male,2009
48,adam,194,Male,2009
49,angus,192,Male,2009
50,henry,191,Male,2009
51,ashton,190,Male,2009
52,cameron,186,Male,2009
53,nathan,182,Male,2009
54,elijah,178,Male,2009
55,nate,176,Male,2009
56,aidan,172,Male,2009
57,kai,170,Male,2009
58,caleb,169,Male,2009
59,mitchell,167,Male,2009
60,gabriel,165,Male,2009
61,callum,162,Male,2009
62,marcus,161,Male,2009
63,alex,160,Male,2009
64,anthony,160,Male,2009
65,patrick,160,Male,2009
66,hunter,159,Male,2009
67,andrew,158,Male,2009
68,sebastian,157,Male,2009
69,toby,155,Male,2009
70,hamish,153,Male,2009
71,luca,153,Male,2009
72,jett,147,Male,2009
73,zac,146,Male,2009
74,george,144,Male,2009
75,charles,141,Male,2009
76,ali,139,Male,2009
77,edward,138,Male,2009
78,jesse,137,Male,2009
79,beau,135,Male,2009
80,finn,134,Male,2009
81,joel,133,Male,2009
82,christopher,127,Male,2009
83,declan,127,Male,2009
84,owen,126,Male,2009
85,lincoln,125,Male,2009
86,seth,123,Male,2009
87,david,122,Male,2009
88,aaron,117,Male,2009
89,cody,117,Male,2009
90,justin,117,Male,2009
91,eli,112,Male,2009
92,hugo,111,Male,2009
93,john,111,Male,2009
94,leo,110,Male,2009
95,koby,109,Male,2009
96,mason,109,Male,2009
97,jasper,108,Male,2009
98,jonathan,108,Male,2009
99,rhys,103,Male,2009
100,brock,102,Male,2009
1,jack,775,Male,2008
2,william,761,Male,2008
3,lachlan,678,Male,2008
4,joshua,643,Male,2008
5,cooper,622,Male,2008
6,riley,574,Male,2008
7,thomas,550,Male,2008
8,oliver,547,Male,2008
9,james,531,Male,2008
10,benjamin,524,Male,2008
11,ethan,523,Male,2008
12,daniel,472,Male,2008
13,noah,459,Male,2008
14,samuel,448,Male,2008
15,liam,431,Male,2008
16,ryan,425,Male,2008
17,alexander,423,Male,2008
18,jayden,394,Male,2008
19,max,382,Male,2008
20,jacob,379,Male,2008
21,lucas,369,Male,2008
22,matthew,360,Male,2008
23,isaac,356,Male,2008
24,nicholas,335,Male,2008
25,luke,319,Male,2008
26,charlie,306,Male,2008
27,harrison,300,Male,2008
28,tyler,299,Male,2008
29,dylan,298,Male,2008
30,jake,286,Male,2008
31,jackson,284,Male,2008
32,harry,263,Male,2008
33,oscar,251,Male,2008
34,bailey,242,Male,2008
35,angus,240,Male,2008
36,joseph,236,Male,2008
37,adam,235,Male,2008
38,michael,231,Male,2008
39,nathan,226,Male,2008
40,hayden,222,Male,2008
41,blake,217,Male,2008
42,henry,214,Male,2008
43,christian,212,Male,2008
44,logan,210,Male,2008
45,connor,204,Male,2008
46,cameron,202,Male,2008
47,jordan,195,Male,2008
48,aiden,192,Male,2008
49,mitchell,192,Male,2008
50,aidan,182,Male,2008
51,ashton,182,Male,2008
52,archie,181,Male,2008
53,patrick,179,Male,2008
54,zachary,179,Male,2008
55,anthony,173,Male,2008
56,sebastian,169,Male,2008
57,xavier,165,Male,2008
58,toby,164,Male,2008
59,andrew,163,Male,2008
60,kai,163,Male,2008
61,cody,158,Male,2008
62,hunter,157,Male,2008
63,marcus,156,Male,2008
64,george,151,Male,2008
65,david,150,Male,2008
66,levi,150,Male,2008
67,caleb,149,Male,2008
68,jesse,147,Male,2008
69,hamish,143,Male,2008
70,charles,141,Male,2008
71,christopher,141,Male,2008
72,aaron,140,Male,2008
73,alex,138,Male,2008
74,jonathan,130,Male,2008
75,callum,127,Male,2008
76,finn,127,Male,2008
77,luca,126,Male,2008
78,seth,125,Male,2008
79,tristan,125,Male,2008
80,joel,123,Male,2008
81,gabriel,122,Male,2008
82,ali,121,Male,2008
83,john,121,Male,2008
84,koby,121,Male,2008
85,zac,119,Male,2008
86,elijah,118,Male,2008
87,beau,116,Male,2008
88,nate,116,Male,2008
89,flynn,112,Male,2008
90,jai,112,Male,2008
91,taj,112,Male,2008
92,brodie,111,Male,2008
93,dominic,108,Male,2008
94,sam,108,Male,2008
95,jeremy,107,Male,2008
96,zane,107,Male,2008
97,darcy,106,Male,2008
98,jett,106,Male,2008
99,mason,106,Male,2008
100,edward,105,Male,2008
1,jack,846,Male,2007
2,william,763,Male,2007
3,joshua,713,Male,2007
4,lachlan,678,Male,2007
5,thomas,657,Male,2007
6,cooper,575,Male,2007
7,riley,575,Male,2007
8,james,532,Male,2007
9,noah,513,Male,2007
10,daniel,511,Male,2007
11,ethan,501,Male,2007
12,ryan,500,Male,2007
13,oliver,493,Male,2007
14,samuel,493,Male,2007
15,benjamin,430,Male,2007
16,lucas,425,Male,2007
17,matthew,422,Male,2007
18,liam,418,Male,2007
19,jayden,416,Male,2007
20,alexander,407,Male,2007
21,jacob,407,Male,2007
22,luke,390,Male,2007
23,nicholas,377,Male,2007
24,harrison,335,Male,2007
25,isaac,309,Male,2007
26,max,308,Male,2007
27,jackson,301,Male,2007
28,charlie,298,Male,2007
29,dylan,291,Male,2007
30,jake,289,Male,2007
31,bailey,276,Male,2007
32,blake,273,Male,2007
33,harry,273,Male,2007
34,christian,258,Male,2007
35,michael,256,Male,2007
36,tyler,251,Male,2007
37,adam,250,Male,2007
38,oscar,241,Male,2007
39,cameron,227,Male,2007
40,nathan,227,Male,2007
41,joseph,225,Male,2007
42,logan,225,Male,2007
43,patrick,220,Male,2007
44,hayden,219,Male,2007
45,zachary,217,Male,2007
46,angus,205,Male,2007
47,jordan,200,Male,2007
48,anthony,196,Male,2007
49,christopher,190,Male,2007
50,andrew,189,Male,2007
51,mitchell,189,Male,2007
52,henry,186,Male,2007
53,aidan,182,Male,2007
54,toby,178,Male,2007
55,alex,176,Male,2007
56,connor,175,Male,2007
57,xavier,174,Male,2007
58,ashton,168,Male,2007
59,sebastian,165,Male,2007
60,cody,157,Male,2007
61,marcus,151,Male,2007
62,aiden,150,Male,2007
63,hunter,149,Male,2007
64,seth,147,Male,2007
65,john,145,Male,2007
66,jonathan,142,Male,2007
67,charles,141,Male,2007
68,caleb,139,Male,2007
69,jesse,139,Male,2007
70,joel,139,Male,2007
71,callum,136,Male,2007
72,mason,136,Male,2007
73,george,135,Male,2007
74,kai,135,Male,2007
75,zac,133,Male,2007
76,david,130,Male,2007
77,ali,128,Male,2007
78,brock,126,Male,2007
79,hamish,126,Male,2007
80,elijah,125,Male,2007
81,aaron,124,Male,2007
82,brodie,124,Male,2007
83,luca,124,Male,2007
84,dominic,123,Male,2007
85,sean,122,Male,2007
86,archie,120,Male,2007
87,finn,119,Male,2007
88,justin,119,Male,2007
89,brayden,118,Male,2007
90,darcy,118,Male,2007
91,owen,116,Male,2007
92,levi,114,Male,2007
93,taj,113,Male,2007
94,dean,112,Male,2007
95,jett,110,Male,2007
96,jai,109,Male,2007
97,tristan,109,Male,2007
98,sam,106,Male,2007
99,beau,103,Male,2007
100,jamie,103,Male,2007
1,jack,839,Male,2006
2,joshua,770,Male,2006
3,lachlan,731,Male,2006
4,william,730,Male,2006
5,thomas,664,Male,2006
6,james,641,Male,2006
7,daniel,519,Male,2006
8,noah,509,Male,2006
9,ethan,497,Male,2006
10,ryan,493,Male,2006
11,benjamin,477,Male,2006
12,cooper,473,Male,2006
13,samuel,459,Male,2006
14,matthew,451,Male,2006
15,liam,439,Male,2006
16,alexander,434,Male,2006
17,luke,409,Male,2006
18,oliver,407,Male,2006
19,jacob,401,Male,2006
20,nicholas,399,Male,2006
21,riley,398,Male,2006
22,harrison,354,Male,2006
23,lucas,342,Male,2006
24,jake,336,Male,2006
25,jayden,333,Male,2006
26,dylan,320,Male,2006
27,max,310,Male,2006
28,bailey,301,Male,2006
29,isaac,287,Male,2006
30,charlie,285,Male,2006
31,adam,277,Male,2006
32,harry,267,Male,2006
33,cameron,259,Male,2006
34,christian,257,Male,2006
35,tyler,255,Male,2006
36,blake,253,Male,2006
37,joseph,249,Male,2006
38,michael,248,Male,2006
39,jackson,244,Male,2006
40,jordan,242,Male,2006
41,nathan,242,Male,2006
42,mitchell,234,Male,2006
43,zachary,228,Male,2006
44,connor,224,Male,2006
45,angus,221,Male,2006
46,oscar,220,Male,2006
47,hayden,207,Male,2006
48,jesse,204,Male,2006
49,patrick,199,Male,2006
50,logan,194,Male,2006
51,anthony,193,Male,2006
52,toby,190,Male,2006
53,andrew,187,Male,2006
54,sebastian,184,Male,2006
55,christopher,183,Male,2006
56,caleb,178,Male,2006
57,marcus,174,Male,2006
58,joel,160,Male,2006
59,alex,158,Male,2006
60,aidan,156,Male,2006
61,aiden,153,Male,2006
62,kai,149,Male,2006
63,seth,148,Male,2006
64,david,146,Male,2006
65,henry,144,Male,2006
66,ashton,143,Male,2006
67,justin,143,Male,2006
68,charles,142,Male,2006
69,jonathan,141,Male,2006
70,brodie,139,Male,2006
71,sean,139,Male,2006
72,callum,137,Male,2006
73,hamish,137,Male,2006
74,cody,136,Male,2006
75,george,135,Male,2006
76,hunter,134,Male,2006
77,brayden,132,Male,2006
78,dominic,132,Male,2006
79,luca,132,Male,2006
80,john,130,Male,2006
81,xavier,128,Male,2006
82,aaron,127,Male,2006
83,peter,126,Male,2006
84,darcy,123,Male,2006
85,jeremy,118,Male,2006
86,beau,115,Male,2006
87,zac,113,Male,2006
88,brock,112,Male,2006
89,jamie,111,Male,2006
90,ali,109,Male,2006
91,sam,109,Male,2006
92,jai,108,Male,2006
93,elijah,106,Male,2006
94,tristan,106,Male,2006
95,zane,105,Male,2006
96,mason,103,Male,2006
97,owen,102,Male,2006
98,flynn,101,Male,2006
99,rhys,101,Male,2006
100,levi,100,Male,2006
1,jack,951,Male,2005
2,lachlan,781,Male,2005
3,william,740,Male,2005
4,joshua,734,Male,2005
5,thomas,700,Male,2005
6,james,606,Male,2005
7,daniel,552,Male,2005
8,ryan,552,Male,2005
9,ethan,505,Male,2005
10,matthew,505,Male,2005
11,samuel,495,Male,2005
12,luke,472,Male,2005
13,nicholas,467,Male,2005
14,benjamin,466,Male,2005
15,liam,466,Male,2005
16,noah,466,Male,2005
17,jacob,441,Male,2005
18,alexander,431,Male,2005
19,dylan,405,Male,2005
20,riley,379,Male,2005
21,cooper,362,Male,2005
22,oliver,359,Male,2005
23,jayden,338,Male,2005
24,harrison,323,Male,2005
25,jake,312,Male,2005
26,max,310,Male,2005
27,bailey,307,Male,2005
28,connor,286,Male,2005
29,jordan,279,Male,2005
30,blake,276,Male,2005
31,michael,276,Male,2005
32,joseph,275,Male,2005
33,adam,267,Male,2005
34,zachary,263,Male,2005
35,isaac,254,Male,2005
36,nathan,254,Male,2005
37,mitchell,248,Male,2005
38,jackson,238,Male,2005
39,charlie,237,Male,2005
40,patrick,225,Male,2005
41,hayden,218,Male,2005
42,cameron,217,Male,2005
43,anthony,215,Male,2005
44,oscar,215,Male,2005
45,angus,212,Male,2005
46,harry,212,Male,2005
47,logan,211,Male,2005
48,tyler,211,Male,2005
49,andrew,202,Male,2005
50,christian,191,Male,2005
51,caleb,184,Male,2005
52,lucas,184,Male,2005
53,alex,172,Male,2005
54,christopher,170,Male,2005
55,joel,165,Male,2005
56,jesse,164,Male,2005
57,sebastian,162,Male,2005
58,aidan,161,Male,2005
59,brayden,151,Male,2005
60,aaron,148,Male,2005
61,aiden,148,Male,2005
62,cody,140,Male,2005
63,dominic,140,Male,2005
64,henry,140,Male,2005
65,marcus,136,Male,2005
66,justin,135,Male,2005
67,george,134,Male,2005
68,toby,133,Male,2005
69,ashton,132,Male,2005
70,john,128,Male,2005
71,david,127,Male,2005
72,mason,127,Male,2005
73,callum,126,Male,2005
74,ali,125,Male,2005
75,declan,124,Male,2005
76,seth,122,Male,2005
77,xavier,122,Male,2005
78,timothy,117,Male,2005
79,peter,116,Male,2005
80,zac,116,Male,2005
81,kyle,115,Male,2005
82,elijah,114,Male,2005
83,jonathan,114,Male,2005
84,jett,113,Male,2005
85,kai,110,Male,2005
86,finn,109,Male,2005
87,jai,109,Male,2005
88,zane,109,Male,2005
89,charles,107,Male,2005
90,luca,107,Male,2005
91,jason,106,Male,2005
92,sam,105,Male,2005
93,brandon,103,Male,2005
94,hunter,102,Male,2005
95,darcy,100,Male,2005
96,kye,99,Male,2005
97,owen,99,Male,2005
98,hamish,97,Male,2005
99,sean,97,Male,2005
100,gabriel,95,Male,2005
1,jack,837,Male,2004
2,joshua,795,Male,2004
3,lachlan,759,Male,2004
4,thomas,735,Male,2004
5,william,659,Male,2004
6,james,600,Male,2004
7,ethan,580,Male,2004
8,ryan,551,Male,2004
9,daniel,545,Male,2004
10,samuel,535,Male,2004
11,nicholas,500,Male,2004
12,luke,487,Male,2004
13,matthew,480,Male,2004
14,benjamin,463,Male,2004
15,liam,456,Male,2004
16,jacob,440,Male,2004
17,alexander,407,Male,2004
18,dylan,383,Male,2004
19,riley,383,Male,2004
20,jake,351,Male,2004
21,jayden,343,Male,2004
22,harrison,326,Male,2004
23,bailey,323,Male,2004
24,cooper,321,Male,2004
25,oliver,320,Male,2004
26,connor,307,Male,2004
27,nathan,302,Male,2004
28,michael,297,Male,2004
29,max,294,Male,2004
30,noah,290,Male,2004
31,jordan,275,Male,2004
32,jackson,264,Male,2004
33,blake,260,Male,2004
34,zachary,260,Male,2004
35,isaac,257,Male,2004
36,joseph,239,Male,2004
37,cameron,235,Male,2004
38,harry,229,Male,2004
39,adam,221,Male,2004
40,patrick,221,Male,2004
41,hayden,206,Male,2004
42,oscar,206,Male,2004
43,joel,204,Male,2004
44,angus,203,Male,2004
45,andrew,199,Male,2004
46,mitchell,199,Male,2004
47,anthony,195,Male,2004
48,tyler,184,Male,2004
49,aaron,178,Male,2004
50,christopher,174,Male,2004
51,caleb,172,Male,2004
52,charlie,172,Male,2004
53,sebastian,163,Male,2004
54,logan,158,Male,2004
55,cody,157,Male,2004
56,jesse,153,Male,2004
57,alex,150,Male,2004
58,christian,147,Male,2004
59,ashton,146,Male,2004
60,callum,141,Male,2004
61,david,141,Male,2004
62,justin,140,Male,2004
63,aidan,139,Male,2004
64,george,137,Male,2004
65,aiden,135,Male,2004
66,zac,134,Male,2004
67,lucas,133,Male,2004
68,hamish,132,Male,2004
69,peter,132,Male,2004
70,john,131,Male,2004
71,marcus,128,Male,2004
72,henry,126,Male,2004
73,flynn,125,Male,2004
74,brandon,123,Male,2004
75,brock,122,Male,2004
76,brayden,121,Male,2004
77,edward,117,Male,2004
78,charles,116,Male,2004
79,jason,116,Male,2004
80,kyle,116,Male,2004
81,jeremy,112,Male,2004
82,declan,111,Male,2004
83,jonathan,111,Male,2004
84,dominic,107,Male,2004
85,ali,106,Male,2004
86,corey,105,Male,2004
87,elijah,105,Male,2004
88,toby,105,Male,2004
89,xavier,103,Male,2004
90,gabriel,100,Male,2004
91,zane,100,Male,2004
92,brendan,98,Male,2004
93,sam,98,Male,2004
94,darcy,97,Male,2004
95,jamie,96,Male,2004
96,jai,95,Male,2004
97,levi,94,Male,2004
98,timothy,94,Male,2004
99,ben,93,Male,2004
100,beau,92,Male,2004
1,jack,889,Male,2003
2,joshua,859,Male,2003
3,lachlan,764,Male,2003
4,thomas,694,Male,2003
5,william,678,Male,2003
6,james,644,Male,2003
7,daniel,626,Male,2003
8,ethan,625,Male,2003
9,benjamin,582,Male,2003
10,samuel,552,Male,2003
11,matthew,544,Male,2003
12,nicholas,530,Male,2003
13,luke,500,Male,2003
14,liam,496,Male,2003
15,ryan,479,Male,2003
16,dylan,442,Male,2003
17,jacob,439,Male,2003
18,jayden,400,Male,2003
19,jordan,394,Male,2003
20,alexander,387,Male,2003
21,harrison,346,Male,2003
22,riley,342,Male,2003
23,connor,334,Male,2003
24,mitchell,314,Male,2003
25,jake,306,Male,2003
26,michael,306,Male,2003
27,max,301,Male,2003
28,bailey,298,Male,2003
29,jackson,297,Male,2003
30,adam,294,Male,2003
31,cameron,285,Male,2003
32,noah,284,Male,2003
33,cooper,271,Male,2003
34,nathan,264,Male,2003
35,blake,263,Male,2003
36,oliver,261,Male,2003
37,joseph,255,Male,2003
38,zachary,255,Male,2003
39,patrick,253,Male,2003
40,andrew,234,Male,2003
41,angus,233,Male,2003
42,hayden,232,Male,2003
43,christopher,229,Male,2003
44,harry,210,Male,2003
45,anthony,209,Male,2003
46,isaac,201,Male,2003
47,joel,201,Male,2003
48,tyler,185,Male,2003
49,sebastian,184,Male,2003
50,aaron,182,Male,2003
51,oscar,181,Male,2003
52,caleb,173,Male,2003
53,logan,166,Male,2003
54,aidan,163,Male,2003
55,kyle,158,Male,2003
56,alex,153,Male,2003
57,john,153,Male,2003
58,brandon,149,Male,2003
59,christian,147,Male,2003
60,peter,145,Male,2003
61,callum,143,Male,2003
62,justin,143,Male,2003
63,charlie,142,Male,2003
64,jesse,142,Male,2003
65,lucas,142,Male,2003
66,david,138,Male,2003
67,cody,133,Male,2003
68,marcus,133,Male,2003
69,brock,131,Male,2003
70,george,128,Male,2003
71,declan,126,Male,2003
72,jonathan,126,Male,2003
73,hamish,125,Male,2003
74,aiden,120,Male,2003
75,ali,118,Male,2003
76,bradley,118,Male,2003
77,jason,117,Male,2003
78,jeremy,117,Male,2003
79,kai,113,Male,2003
80,ben,112,Male,2003
81,zac,111,Male,2003
82,sean,107,Male,2003
83,brodie,106,Male,2003
84,charles,106,Male,2003
85,elijah,106,Male,2003
86,timothy,106,Male,2003
87,rhys,105,Male,2003
88,toby,105,Male,2003
89,flynn,103,Male,2003
90,mason,103,Male,2003
91,corey,99,Male,2003
92,adrian,96,Male,2003
93,dominic,96,Male,2003
94,owen,96,Male,2003
95,robert,96,Male,2003
96,seth,94,Male,2003
97,brayden,93,Male,2003
98,brendan,92,Male,2003
99,tyson,92,Male,2003
100,darcy,91,Male,2003
1,joshua,1008,Male,2002
2,jack,845,Male,2002
3,lachlan,841,Male,2002
4,thomas,692,Male,2002
5,ethan,658,Male,2002
6,nicholas,626,Male,2002
7,james,616,Male,2002
8,daniel,613,Male,2002
9,benjamin,608,Male,2002
10,william,602,Male,2002
11,matthew,563,Male,2002
12,liam,554,Male,2002
13,luke,530,Male,2002
14,samuel,506,Male,2002
15,jacob,458,Male,2002
16,dylan,448,Male,2002
17,ryan,438,Male,2002
18,jayden,419,Male,2002
19,alexander,402,Male,2002
20,jordan,395,Male,2002
21,michael,357,Male,2002
22,nathan,350,Male,2002
23,riley,335,Male,2002
24,connor,329,Male,2002
25,harrison,327,Male,2002
26,jake,311,Male,2002
27,blake,299,Male,2002
28,mitchell,295,Male,2002
29,bailey,288,Male,2002
30,zachary,286,Male,2002
31,jackson,277,Male,2002
32,adam,275,Male,2002
33,cameron,273,Male,2002
34,noah,264,Male,2002
35,cooper,258,Male,2002
36,andrew,255,Male,2002
37,joseph,249,Male,2002
38,patrick,247,Male,2002
39,max,240,Male,2002
40,oliver,232,Male,2002
41,angus,228,Male,2002
42,anthony,226,Male,2002
43,joel,224,Male,2002
44,harry,222,Male,2002
45,christopher,218,Male,2002
46,hayden,213,Male,2002
47,kyle,196,Male,2002
48,isaac,192,Male,2002
49,aaron,187,Male,2002
50,tyler,179,Male,2002
51,caleb,175,Male,2002
52,david,172,Male,2002
53,aidan,170,Male,2002
54,alex,170,Male,2002
55,callum,164,Male,2002
56,sebastian,163,Male,2002
57,john,155,Male,2002
58,cody,145,Male,2002
59,timothy,145,Male,2002
60,brandon,140,Male,2002
61,sean,140,Male,2002
62,christian,139,Male,2002
63,jason,139,Male,2002
64,corey,137,Male,2002
65,zac,136,Male,2002
66,lucas,134,Male,2002
67,jeremy,132,Male,2002
68,jonathan,131,Male,2002
69,declan,128,Male,2002
70,justin,128,Male,2002
71,aiden,127,Male,2002
72,jesse,127,Male,2002
73,george,124,Male,2002
74,logan,123,Male,2002
75,oscar,123,Male,2002
76,peter,123,Male,2002
77,marcus,120,Male,2002
78,bradley,118,Male,2002
79,brayden,116,Male,2002
80,henry,114,Male,2002
81,ali,113,Male,2002
82,ben,109,Male,2002
83,darcy,105,Male,2002
84,brendan,103,Male,2002
85,charlie,103,Male,2002
86,dominic,101,Male,2002
87,hamish,98,Male,2002
88,rhys,98,Male,2002
89,charles,97,Male,2002
90,edward,97,Male,2002
91,gabriel,96,Male,2002
92,sam,94,Male,2002
93,flynn,93,Male,2002
94,jamie,93,Male,2002
95,robert,93,Male,2002
96,zane,93,Male,2002
97,brock,91,Male,2002
98,kai,91,Male,2002
99,jai,90,Male,2002
100,adrian,86,Male,2002
1,joshua,1021,Male,2001
2,jack,860,Male,2001
3,lachlan,813,Male,2001
4,thomas,741,Male,2001
5,james,686,Male,2001
6,daniel,646,Male,2001
7,matthew,623,Male,2001
8,nicholas,607,Male,2001
9,william,607,Male,2001
10,benjamin,602,Male,2001
11,jacob,548,Male,2001
12,luke,512,Male,2001
13,liam,511,Male,2001
14,samuel,492,Male,2001
15,dylan,491,Male,2001
16,ryan,468,Male,2001
17,ethan,449,Male,2001
18,alexander,435,Male,2001
19,michael,435,Male,2001
20,nathan,418,Male,2001
21,jordan,412,Male,2001
22,mitchell,385,Male,2001
23,harrison,378,Male,2001
24,jake,356,Male,2001
25,jayden,327,Male,2001
26,connor,318,Male,2001
27,cameron,312,Male,2001
28,jackson,310,Male,2001
29,blake,308,Male,2001
30,bailey,300,Male,2001
31,riley,299,Male,2001
32,adam,295,Male,2001
33,andrew,289,Male,2001
34,patrick,281,Male,2001
35,zachary,278,Male,2001
36,christopher,276,Male,2001
37,anthony,261,Male,2001
38,joseph,260,Male,2001
39,noah,238,Male,2001
40,aaron,237,Male,2001
41,kyle,229,Male,2001
42,david,227,Male,2001
43,oliver,226,Male,2001
44,joel,224,Male,2001
45,isaac,220,Male,2001
46,hayden,217,Male,2001
47,angus,209,Male,2001
48,harry,205,Male,2001
49,cooper,195,Male,2001
50,tyler,190,Male,2001
51,caleb,184,Male,2001
52,callum,181,Male,2001
