Rank,Name,Count,Sex,Year
9,elizabeth,2262,Female,1984
10,christina,2204,Female,1984
11,michelle,2200,Female,1984
12,heather,2027,Female,1984
13,vanessa,1904,Female,1984
14,crystal,1851,Female,1984
15,megan,1596,Female,1984
16,danielle,1584,Female,1984
17,amber,1565,Female,1984
18,maria,1557,Female,1984
19,tiffany,1508,Female,1984
20,laura,1456,Female,1984
21,rachel,1428,Female,1984
22,lauren,1387,Female,1984
23,kimberly,1384,Female,1984
24,amy,1279,Female,1984
25,andrea,1255,Female,1984
25,rebecca,1255,Female,1984
1,jennifer,5865,Female,1983
2,jessica,4496,Female,1983
3,melissa,2643,Female,1983
4,sarah,2621,Female,1983
5,nicole,2619,Female,1983
6,elizabeth,2369,Female,1983
7,michelle,2357,Female,1983
8,stephanie,2356,Female,1983
9,ashley,2293,Female,1983
10,christina,2277,Female,1983
11,amanda,2239,Female,1983
12,heather,2000,Female,1983
13,crystal,1886,Female,1983
14,maria,1705,Female,1983
15,amber,1541,Female,1983
16,vanessa,1517,Female,1983
17,kimberly,1461,Female,1983
18,tiffany,1443,Female,1983
19,megan,1341,Female,1983
20,laura,1340,Female,1983
21,rebecca,1334,Female,1983
22,danielle,1312,Female,1983
23,amy,1306,Female,1983
24,erin,1276,Female,1983
25,rachel,1264,Female,1983
1,jennifer,5793,Female,1982
2,jessica,4200,Female,1982
3,sarah,2791,Female,1982
4,melissa,2730,Female,1982
5,michelle,2446,Female,1982
6,nicole,2379,Female,1982
7,elizabeth,2262,Female,1982
8,amanda,2249,Female,1982
9,christina,2148,Female,1982
10,stephanie,1999,Female,1982
11,maria,1972,Female,1982
12,crystal,1843,Female,1982
13,vanessa,1685,Female,1982
14,amber,1611,Female,1982
15,tiffany,1535,Female,1982
16,heather,1523,Female,1982
17,amy,1404,Female,1982
18,kimberly,1378,Female,1982
19,rebecca,1373,Female,1982
20,laura,1331,Female,1982
21,lisa,1327,Female,1982
22,erin,1309,Female,1982
23,veronica,1283,Female,1982
24,angela,1239,Female,1982
25,andrea,1234,Female,1982
1,jennifer,5618,Female,1981
2,jessica,3702,Female,1981
3,sarah,2848,Female,1981
4,melissa,2817,Female,1981
5,michelle,2409,Female,1981
6,nicole,2315,Female,1981
7,elizabeth,2268,Female,1981
8,maria,2131,Female,1981
9,amanda,2106,Female,1981
10,christina,2062,Female,1981
11,stephanie,1922,Female,1981
12,amber,1568,Female,1981
13,lisa,1532,Female,1981
14,heather,1475,Female,1981
15,rebecca,1460,Female,1981
16,amy,1435,Female,1981
17,tiffany,1384,Female,1981
18,crystal,1365,Female,1981
19,kimberly,1352,Female,1981
20,laura,1347,Female,1981
21,erin,1302,Female,1981
22,angela,1281,Female,1981
23,andrea,1269,Female,1981
24,veronica,1245,Female,1981
25,monica,1230,Female,1981
1,jennifer,5607,Female,1980
2,melissa,2973,Female,1980
3,jessica,2885,Female,1980
4,sarah,2548,Female,1980
5,michelle,2375,Female,1980
6,nicole,2212,Female,1980
7,elizabeth,2162,Female,1980
8,maria,2095,Female,1980
9,christina,2082,Female,1980
10,amanda,1871,Female,1980
11,stephanie,1610,Female,1980
12,lisa,1601,Female,1980
13,heather,1571,Female,1980
14,amber,1481,Female,1980
15,kimberly,1450,Female,1980
16,tiffany,1399,Female,1980
17,rebecca,1370,Female,1980
18,veronica,1355,Female,1980
19,angela,1329,Female,1980
20,laura,1324,Female,1980
21,erin,1281,Female,1980
22,amy,1280,Female,1980
23,sara,1206,Female,1980
24,monica,1142,Female,1980
25,andrea,1101,Female,1980
1,jennifer,5463,Female,1979
2,melissa,2979,Female,1979
3,jessica,2523,Female,1979
4,michelle,2376,Female,1979
5,nicole,2168,Female,1979
6,sarah,2096,Female,1979
7,christina,1991,Female,1979
8,maria,1939,Female,1979
9,elizabeth,1918,Female,1979
10,lisa,1729,Female,1979
11,heather,1605,Female,1979
12,amanda,1585,Female,1979
13,angela,1486,Female,1979
14,stephanie,1399,Female,1979
15,amy,1371,Female,1979
16,kimberly,1358,Female,1979
17,amber,1352,Female,1979
18,rebecca,1235,Female,1979
19,monica,1232,Female,1979
20,laura,1202,Female,1979
21,veronica,1176,Female,1979
22,andrea,1146,Female,1979
23,kelly,1141,Female,1979
24,jamie,1070,Female,1979
25,erin,1023,Female,1979
1,jennifer,5288,Female,1978
2,melissa,2437,Female,1978
3,jessica,2380,Female,1978
4,michelle,2262,Female,1978
5,sarah,2107,Female,1978
6,christina,2025,Female,1978
7,nicole,1891,Female,1978
8,maria,1835,Female,1978
9,elizabeth,1787,Female,1978
10,heather,1745,Female,1978
11,lisa,1722,Female,1978
12,angela,1433,Female,1978
13,stephanie,1394,Female,1978
14,amy,1383,Female,1978
15,kimberly,1292,Female,1978
16,kelly,1250,Female,1978
17,rebecca,1213,Female,1978
18,amanda,1175,Female,1978
19,veronica,1162,Female,1978
20,monica,1130,Female,1978
21,amber,1094,Female,1978
22,andrea,1072,Female,1978
23,shannon,1047,Female,1978
24,laura,1039,Female,1978
25,erin,1016,Female,1978
1,jennifer*,5553,Female,1977
2,christin*,2648,Female,1977
3,jessica,2224,Female,1977
4,melissa,2196,Female,1977
5,michelle*,2195,Female,1977
6,sarah,1884,Female,1977
7,maria,1826,Female,1977
8,heather,1803,Female,1977
9,elizabet*,1775,Female,1977
10,lisa,1711,Female,1977
11,amy,1613,Female,1977
12,nicole,1556,Female,1977
13,kimberly*,1401,Female,1977
14,angela,1400,Female,1977
15,stephani*,1345,Female,1977
16,kelly,1309,Female,1977
17,veronica*,1172,Female,1977
18,monica,1170,Female,1977
19,rebecca,1153,Female,1977
20,jamie,1136,Female,1977
21,shannon,1123,Female,1977
22,amanda,1092,Female,1977
23,laura,1062,Female,1977
24,andrea,1049,Female,1977
25,amber,1005,Female,1977
1,jennifer*,5564,Female,1976
2,christin*,2610,Female,1976
3,amy,2210,Female,1976
4,michelle*,2061,Female,1976
5,maria,1927,Female,1976
6,melissa,1885,Female,1976
7,heather,1861,Female,1976
8,jessica,1783,Female,1976
9,lisa,1704,Female,1976
10,elizabet*,1647,Female,1976
11,nicole,1454,Female,1976
12,sarah,1414,Female,1976
13,angela,1388,Female,1976
14,kimberly*,1284,Female,1976
15,stephani*,1256,Female,1976
16,rebecca,1254,Female,1976
17,shannon,1208,Female,1976
18,veronica*,1192,Female,1976
19,laura,1170,Female,1976
20,monica,1118,Female,1976
21,jamie,1085,Female,1976
22,julie,994,Female,1976
23,amanda,958,Female,1976
24,erin,916,Female,1976
25,andrea,899,Female,1976
1,jennifer*,5311,Female,1975
2,christin*,2638,Female,1975
3,michelle*,2230,Female,1975
4,amy,2193,Female,1975
5,maria,1944,Female,1975
6,heather,1937,Female,1975
7,melissa,1687,Female,1975
8,lisa,1602,Female,1975
9,kimberly*,1503,Female,1975
10,elizabet*,1467,Female,1975
11,angela,1400,Female,1975
12,nicole,1349,Female,1975
13,stephani*,1340,Female,1975
14,jessica,1297,Female,1975
15,veronica*,1239,Female,1975
16,rebecca,1150,Female,1975
17,sarah,1076,Female,1975
18,laura,1058,Female,1975
19,patricia*,1025,Female,1975
20,monica,1006,Female,1975
21,julie,983,Female,1975
22,shannon,974,Female,1975
23,cynthia,909,Female,1975
24,erin,892,Female,1975
25,andrea,873,Female,1975
1,jennifer*,5631,Female,1974
2,michelle*,2510,Female,1974
3,christin*,2449,Female,1974
4,heather,1904,Female,1974
5,maria,1858,Female,1974
6,amy,1840,Female,1974
7,lisa,1783,Female,1974
8,kimberly*,1695,Female,1974
9,melissa,1489,Female,1974
10,elizabet*,1479,Female,1974
11,stephani*,1415,Female,1974
12,angela,1262,Female,1974
13,veronica*,1193,Female,1974
14,rebecca,1190,Female,1974
15,nicole,1171,Female,1974
16,jessica,1111,Female,1974
17,shannon,1105,Female,1974
18,julie,1104,Female,1974
19,laura,1030,Female,1974
20,cynthia,1022,Female,1974
21,monica,1017,Female,1974
22,patricia*,1001,Female,1974
23,sarah,973,Female,1974
24,sandra,963,Female,1974
25,andrea,859,Female,1974
1,jennifer*,5628,Female,1973
2,michelle*,2479,Female,1973
3,christin*,2437,Female,1973
4,lisa,2014,Female,1973
5,maria,1753,Female,1973
6,kimberly*,1740,Female,1973
7,heather,1659,Female,1973
8,amy,1595,Female,1973
9,melissa,1400,Female,1973
10,stephani*,1357,Female,1973
11,elizabet*,1288,Female,1973
12,nicole,1286,Female,1973
13,rebecca,1279,Female,1973
14,julie,1183,Female,1973
15,cynthia,1141,Female,1973
16,shannon,1068,Female,1973
17,laura,1061,Female,1973
18,veronica*,1060,Female,1973
19,angela,1013,Female,1973
20,monica,984,Female,1973
21,patricia*,913,Female,1973
22,sandra,888,Female,1973
23,andrea,819,Female,1973
24,mary,792,Female,1973
25,jessica,762,Female,1973
1,jennifer*,6063,Female,1972
2,michelle*,2770,Female,1972
3,christin*,2590,Female,1972
4,lisa,2353,Female,1972
5,kimberly*,1918,Female,1972
6,maria,1629,Female,1972
7,nicole,1499,Female,1972
8,heather,1492,Female,1972
9,amy,1423,Female,1972
10,stephani*,1421,Female,1972
11,julie,1352,Female,1972
12,elizabet*,1342,Female,1972
13,cynthia,1310,Female,1972
14,melissa,1260,Female,1972
15,angela,1200,Female,1972
16,laura,1194,Female,1972
17,shannon,1172,Female,1972
18,rebecca,1126,Female,1972
19,patricia*,1010,Female,1972
20,sandra,991,Female,1972
21,monica,965,Female,1972
22,mary,920,Female,1972
23,tina,872,Female,1972
24,andrea,839,Female,1972
25,karen,800,Female,1972
1,jennifer*,5468,Female,1971
2,michelle*,3167,Female,1971
3,lisa,2863,Female,1971
4,christin*,2811,Female,1971
5,kimberly*,2288,Female,1971
6,maria,1618,Female,1971
7,heather,1500,Female,1971
8,julie,1469,Female,1971
9,shannon,1392,Female,1971
10,cynthia,1391,Female,1971
11,elizabet*,1384,Female,1971
12,amy,1382,Female,1971
13,stephani*,1364,Female,1971
14,angela,1352,Female,1971
15,laura,1339,Female,1971
16,melissa,1266,Female,1971
17,patricia*,1199,Female,1971
18,sandra,1107,Female,1971
19,tina,1034,Female,1971
20,rebecca,1033,Female,1971
21,nicole,1026,Female,1971
22,mary,1025,Female,1971
23,karen,996,Female,1971
24,tracy,989,Female,1971
25,dawn,966,Female,1971
1,jennifer*,4681,Female,1970
2,lisa,3552,Female,1970
3,michelle*,3541,Female,1970
4,christin*,3206,Female,1970
5,kimberly*,2778,Female,1970
6,julie,1758,Female,1970
7,maria,1660,Female,1970
8,laura,1639,Female,1970
9,shannon,1615,Female,1970
10,cynthia,1594,Female,1970
11,heather,1582,Female,1970
12,elizabet*,1564,Female,1970
13,stephani*,1535,Female,1970
14,angela,1508,Female,1970
15,patricia*,1355,Female,1970
16,tracy,1313,Female,1970
17,amy,1296,Female,1970
17,melissa,1296,Female,1970
19,sandra,1273,Female,1970
20,mary,1272,Female,1970
21,karen,1225,Female,1970
22,dawn,1176,Female,1970
23,tina,1173,Female,1970
24,nicole,1155,Female,1970
25,kelly,1077,Female,1970
1,lisa,3956,Female,1969
2,michelle*,3608,Female,1969
3,jennifer*,3420,Female,1969
4,christin*,3216,Female,1969
5,kimberly*,2910,Female,1969
6,julie,1913,Female,1969
7,laura,1806,Female,1969
8,cynthia,1566,Female,1969
9,maria,1537,Female,1969
10,patricia*,1520,Female,1969
11,elizabet*,1463,Female,1969
12,stephani*,1432,Female,1969
13,mary,1385,Female,1969
14,shannon,1373,Female,1969
15,sandra,1346,Female,1969
16,karen,1302,Female,1969
17,angela,1301,Female,1969
18,melissa,1269,Female,1969
19,kelly,1253,Female,1969
20,tina,1224,Female,1969
21,susan,1199,Female,1969
22,tracy,1159,Female,1969
23,denise,1113,Female,1969
24,heather,1111,Female,1969
25,michele,1062,Female,1969
1,lisa,4301,Female,1968
2,michelle*,3610,Female,1968
3,christin*,2999,Female,1968
4,jennifer*,2855,Female,1968
5,kimberly*,2737,Female,1968
6,laura,1951,Female,1968
7,julie,1652,Female,1968
8,patricia*,1528,Female,1968
9,cynthia,1482,Female,1968
10,elizabet*,1473,Female,1968
11,mary,1470,Female,1968
12,karen,1461,Female,1968
13,kelly,1445,Female,1968
14,maria,1430,Female,1968
15,stephani*,1347,Female,1968
16,susan,1325,Female,1968
17,tina,1310,Female,1968
18,sandra,1301,Female,1968
19,angela,1254,Female,1968
20,deborah,1222,Female,1968
21,michele,1185,Female,1968
22,melissa,1158,Female,1968
23,wendy,1084,Female,1968
24,denise,1045,Female,1968
25,tracy,1037,Female,1968
1,lisa,4361,Female,1967
2,michelle*,3424,Female,1967
3,kimberly*,2970,Female,1967
4,christin*,2682,Female,1967
5,jennifer*,1818,Female,1967
6,julie,1807,Female,1967
7,cynthia,1739,Female,1967
8,mary,1691,Female,1967
9,karen,1684,Female,1967
10,patricia*,1675,Female,1967
11,elizabet*,1626,Female,1967
12,susan,1584,Female,1967
13,laura,1571,Female,1967
14,maria,1461,Female,1967
15,sandra,1412,Female,1967
16,stephani*,1406,Female,1967
17,deborah,1368,Female,1967
18,denise,1251,Female,1967
19,kelly,1238,Female,1967
19,tina,1238,Female,1967
21,wendy,1113,Female,1967
22,angela,1112,Female,1967
23,tracy,1110,Female,1967
24,michele,1079,Female,1967
25,tammy,1050,Female,1967
1,lisa,4672,Female,1966
2,michelle*,3053,Female,1966
3,kimberly*,2990,Female,1966
4,christin*,2481,Female,1966
5,karen,1983,Female,1966
6,cynthia,1940,Female,1966
7,mary,1924,Female,1966
8,jennifer*,1852,Female,1966
9,susan,1789,Female,1966
10,patricia*,1757,Female,1966
11,julie,1705,Female,1966
12,deborah,1649,Female,1966
13,elizabet*,1623,Female,1966
14,laura,1615,Female,1966
15,sandra,1548,Female,1966
16,maria,1395,Female,1966
17,kelly,1256,Female,1966
18,denise,1230,Female,1966
19,tina,1216,Female,1966
20,michele,1178,Female,1966
21,linda,1168,Female,1966
22,teresa,1159,Female,1966
23,tracy,1133,Female,1966
24,kathleen*,1110,Female,1966
25,stephani*,1102,Female,1966
1,lisa,4629,Female,1965
2,kimberly*,2822,Female,1965
3,karen,2633,Female,1965
4,christin*,2462,Female,1965
5,mary,2293,Female,1965
6,cynthia,2200,Female,1965
7,patricia*,2160,Female,1965
8,susan,1968,Female,1965
9,deborah,1867,Female,1965
10,julie,1829,Female,1965
11,elizabet*,1812,Female,1965
12,laura,1756,Female,1965
13,michelle*,1704,Female,1965
14,jennifer*,1650,Female,1965
15,sandra,1638,Female,1965
16,linda,1598,Female,1965
17,maria,1511,Female,1965
18,denise,1380,Female,1965
19,kelly,1368,Female,1965
20,debra,1303,Female,1965
21,teresa,1274,Female,1965
22,donna,1263,Female,1965
23,kathleen*,1211,Female,1965
24,tracy,1198,Female,1965
25,pamela,1157,Female,1965
1,lisa,4541,Female,1964
2,mary,2892,Female,1964
3,kimberly*,2556,Female,1964
4,susan,2535,Female,1964
5,karen,2495,Female,1964
6,cynthia,2451,Female,1964
7,patricia*,2363,Female,1964
8,christin*,2352,Female,1964
9,deborah,2232,Female,1964
10,laura,2155,Female,1964
11,sandra,1926,Female,1964
12,elizabet*,1843,Female,1964
13,julie,1827,Female,1964
14,linda,1785,Female,1964
15,michelle*,1637,Female,1964
16,maria,1527,Female,1964
17,jennifer*,1520,Female,1964
18,denise,1507,Female,1964
19,debra,1490,Female,1964
20,pamela,1458,Female,1964
21,kathleen*,1456,Female,1964
22,teresa,1422,Female,1964
23,kelly,1415,Female,1964
24,lori,1387,Female,1964
25,donna,1377,Female,1964
1,lisa,4661,Female,1963
2,susan,2920,Female,1963
3,mary,2788,Female,1963
4,karen,2723,Female,1963
5,cynthia,2559,Female,1963
6,deborah,2407,Female,1963
7,patricia*,2269,Female,1963
8,kimberly*,2254,Female,1963
9,linda,2144,Female,1963
10,laura,2141,Female,1963
11,sandra,2113,Female,1963
12,christin*,2019,Female,1963
13,elizabet*,1929,Female,1963
14,julie,1847,Female,1963
15,lori,1823,Female,1963
16,debra,1804,Female,1963
17,teresa,1673,Female,1963
18,pamela,1656,Female,1963
19,kathleen*,1582,Female,1963
20,kelly,1559,Female,1963
21,maria,1513,Female,1963
22,donna,1510,Female,1963
23,denise,1487,Female,1963
24,michelle*,1486,Female,1963
25,jennifer*,1404,Female,1963
1,lisa,3698,Female,1962
2,susan,3088,Female,1962
3,karen,2935,Female,1962
4,mary,2924,Female,1962
5,cynthia,2850,Female,1962
6,deborah,2540,Female,1962
7,linda,2418,Female,1962
8,patricia*,2302,Female,1962
9,kimberly*,2223,Female,1962
10,sandra,2157,Female,1962
11,debra,2109,Female,1962
12,laura,1995,Female,1962
13,julie,1897,Female,1962
14,elizabet*,1810,Female,1962
15,lori,1802,Female,1962
16,pamela,1751,Female,1962
17,christin*,1732,Female,1962
18,kathleen*,1701,Female,1962
19,teresa,1680,Female,1962
20,donna,1654,Female,1962
21,denise,1480,Female,1962
22,kelly,1461,Female,1962
23,cheryl,1438,Female,1962
24,barbara,1398,Female,1962
25,michelle*,1383,Female,1962
1,lisa,3497,Female,1961
2,susan,3221,Female,1961
3,karen,2985,Female,1961
4,mary,2973,Female,1961
5,cynthia,2832,Female,1961
6,linda,2674,Female,1961
7,patricia*,2522,Female,1961
8,deborah,2495,Female,1961
9,sandra,2483,Female,1961
10,debra,2211,Female,1961
11,laura,2073,Female,1961
12,elizabet*,2043,Female,1961
13,julie,1895,Female,1961
14,lori,1881,Female,1961
15,kimberly*,1850,Female,1961
16,kathleen*,1842,Female,1961
17,pamela,1778,Female,1961
18,teresa,1690,Female,1961
19,donna,1639,Female,1961
20,christin*,1628,Female,1961
21,cheryl,1582,Female,1961
22,denise,1532,Female,1961
23,nancy,1517,Female,1961
24,barbara,1494,Female,1961
25,robin,1378,Female,1961
1,susan,3299,Female,1960
2,mary,3248,Female,1960
3,karen,3156,Female,1960
4,cynthia,2982,Female,1960
5,lisa,2839,Female,1960
6,linda,2807,Female,1960
7,debra,2692,Female,1960
8,patricia*,2668,Female,1960
9,deborah,2490,Female,1960
10,sandra,2404,Female,1960
11,laura,2032,Female,1960
12,elizabet*,1905,Female,1960
13,pamela,1839,Female,1960
14,donna,1820,Female,1960
15,kathleen*,1772,Female,1960
16,lori,1746,Female,1960
17,kimberly*,1710,Female,1960
18,teresa,1709,Female,1960
19,julie,1665,Female,1960
20,cheryl,1639,Female,1960
21,barbara,1605,Female,1960
22,nancy,1569,Female,1960
23,denise,1501,Female,1960
24,christin*,1410,Female,1960
25,carol,1322,Female,1960
