Rank,Name,Count,Gender,Year
73,ellie,96,Female,2004
74,maya,96,Female,2004
75,kiara,94,Female,2004
76,rebecca,93,Female,2004
77,taylor,92,Female,2004
78,tayla,91,Female,2004
79,annabelle,90,Female,2004
80,ebony,90,Female,2004
81,matilda,89,Female,2004
82,victoria,88,Female,2004
83,alana,86,Female,2004
84,zara,86,Female,2004
85,kaitlyn,85,Female,2004
86,lilly,85,Female,2004
87,jordan,84,Female,2004
88,alicia,81,Female,2004
89,caitlyn,79,Female,2004
90,sofia,79,Female,2004
91,megan,78,Female,2004
92,tiana,77,Female,2004
93,scarlett,76,Female,2004
94,courtney,75,Female,2004
95,layla,75,Female,2004
96,madeline,75,Female,2004
97,monique,74,Female,2004
98,bella,73,Female,2004
99,gemma,73,Female,2004
100,bethany,72,Female,2004
1,emily,695,Female,2003
2,jessica,592,Female,2003
3,chloe,551,Female,2003
4,olivia,551,Female,2003
5,isabella,482,Female,2003
6,sarah,453,Female,2003
7,emma,421,Female,2003
8,georgia,418,Female,2003
9,ella,411,Female,2003
10,grace,408,Female,2003
11,sophie,406,Female,2003
12,charlotte,396,Female,2003
13,hannah,381,Female,2003
14,mia,324,Female,2003
15,zoe,303,Female,2003
16,lily,301,Female,2003
17,jasmine,270,Female,2003
18,hayley,266,Female,2003
19,holly,242,Female,2003
20,amelia,231,Female,2003
21,jade,228,Female,2003
22,caitlin,224,Female,2003
23,ruby,224,Female,2003
24,maddison,215,Female,2003
25,madison,210,Female,2003
26,lara,208,Female,2003
27,amy,204,Female,2003
28,lauren,203,Female,2003
29,lucy,203,Female,2003
30,chelsea,190,Female,2003
31,alyssa,186,Female,2003
32,elizabeth,183,Female,2003
33,paige,183,Female,2003
34,samantha,176,Female,2003
35,brooke,163,Female,2003
36,stephanie,162,Female,2003
37,laura,160,Female,2003
38,claudia,159,Female,2003
39,alexandra,158,Female,2003
40,imogen,154,Female,2003
41,sophia,154,Female,2003
42,abbey,149,Female,2003
43,tahlia,149,Female,2003
44,rachel,143,Female,2003
45,bianca,140,Female,2003
46,brianna,140,Female,2003
47,ashleigh,137,Female,2003
48,ashley,137,Female,2003
49,natalie,137,Female,2003
50,erin,135,Female,2003
51,tara,134,Female,2003
52,isabelle,131,Female,2003
53,kayla,129,Female,2003
54,molly,129,Female,2003
55,courtney,126,Female,2003
56,natasha,126,Female,2003
57,claire,124,Female,2003
58,paris,122,Female,2003
59,phoebe,122,Female,2003
60,anna,117,Female,2003
61,gabrielle,114,Female,2003
62,ebony,113,Female,2003
63,rebecca,111,Female,2003
64,amber,108,Female,2003
65,monique,107,Female,2003
66,angelina,101,Female,2003
67,mikayla,101,Female,2003
68,taylah,101,Female,2003
69,kate,100,Female,2003
70,eliza,99,Female,2003
71,gemma,99,Female,2003
72,annabelle,98,Female,2003
73,victoria,98,Female,2003
74,maya,96,Female,2003
75,alana,95,Female,2003
76,mackenzie,95,Female,2003
77,kiara,94,Female,2003
78,madeleine,94,Female,2003
79,angela,91,Female,2003
80,ava,91,Female,2003
81,jorja,91,Female,2003
82,tiana,91,Female,2003
83,jacinta,90,Female,2003
84,jordan,90,Female,2003
85,tayla,90,Female,2003
86,ellie,88,Female,2003
87,jemma,88,Female,2003
88,jennifer,88,Female,2003
89,madeline,87,Female,2003
90,kaitlyn,85,Female,2003
91,sienna,84,Female,2003
92,lillian,82,Female,2003
93,lilly,82,Female,2003
94,taylor,82,Female,2003
95,abigail,78,Female,2003
96,bethany,78,Female,2003
97,bronte,78,Female,2003
98,alicia,77,Female,2003
99,caitlyn,76,Female,2003
100,christina,75,Female,2003
1,emily,675,Female,2002
2,jessica,633,Female,2002
3,chloe,578,Female,2002
4,isabella,503,Female,2002
5,sarah,478,Female,2002
6,olivia,474,Female,2002
7,sophie,463,Female,2002
8,georgia,453,Female,2002
9,hannah,405,Female,2002
10,grace,404,Female,2002
11,ella,383,Female,2002
12,emma,341,Female,2002
13,jasmine,328,Female,2002
14,charlotte,315,Female,2002
15,caitlin,292,Female,2002
16,lauren,264,Female,2002
17,jade,259,Female,2002
18,amy,246,Female,2002
19,zoe,243,Female,2002
20,maddison,230,Female,2002
21,mia,228,Female,2002
22,holly,221,Female,2002
23,lily,220,Female,2002
24,madison,217,Female,2002
25,lara,215,Female,2002
26,hayley,212,Female,2002
27,samantha,210,Female,2002
28,chelsea,204,Female,2002
29,alyssa,203,Female,2002
30,ruby,194,Female,2002
31,lucy,191,Female,2002
32,laura,190,Female,2002
33,amelia,182,Female,2002
34,stephanie,182,Female,2002
35,alexandra,171,Female,2002
36,elizabeth,169,Female,2002
37,abbey,166,Female,2002
38,kayla,163,Female,2002
39,claudia,159,Female,2002
40,brooke,155,Female,2002
41,brianna,153,Female,2002
42,natalie,153,Female,2002
43,paige,151,Female,2002
44,rebecca,150,Female,2002
45,ashley,146,Female,2002
46,phoebe,145,Female,2002
47,tahlia,145,Female,2002
48,courtney,142,Female,2002
49,gabrielle,142,Female,2002
50,anna,141,Female,2002
51,taylah,141,Female,2002
52,ashleigh,138,Female,2002
53,erin,137,Female,2002
54,bianca,136,Female,2002
55,sophia,136,Female,2002
56,ebony,135,Female,2002
57,tara,131,Female,2002
58,tayla,130,Female,2002
59,amber,129,Female,2002
60,isabelle,127,Female,2002
61,natasha,127,Female,2002
62,molly,126,Female,2002
63,kate,124,Female,2002
64,mikayla,122,Female,2002
65,rachel,122,Female,2002
66,kiara,118,Female,2002
67,alicia,117,Female,2002
68,taylor,117,Female,2002
69,madeline,115,Female,2002
70,monique,113,Female,2002
71,angela,104,Female,2002
72,mackenzie,103,Female,2002
73,madeleine,103,Female,2002
74,victoria,103,Female,2002
75,claire,102,Female,2002
76,danielle,102,Female,2002
77,tiana,102,Female,2002
78,imogen,101,Female,2002
79,abby,99,Female,2002
80,alana,98,Female,2002
81,katie,97,Female,2002
82,jordan,95,Female,2002
83,julia,94,Female,2002
84,shakira,93,Female,2002
85,jemma,91,Female,2002
86,paris,91,Female,2002
87,maya,87,Female,2002
88,bethany,85,Female,2002
89,kaitlyn,84,Female,2002
90,abigail,83,Female,2002
91,jennifer,82,Female,2002
92,annabelle,81,Female,2002
93,eliza,80,Female,2002
94,nicole,79,Female,2002
95,alice,78,Female,2002
96,gemma,76,Female,2002
97,caitlyn,74,Female,2002
98,ellie,73,Female,2002
99,megan,73,Female,2002
100,leah,72,Female,2002
1,emily,747,Female,2001
2,jessica,727,Female,2001
3,chloe,604,Female,2001
4,sarah,561,Female,2001
5,isabella,483,Female,2001
6,olivia,472,Female,2001
7,georgia,460,Female,2001
8,hannah,434,Female,2001
9,sophie,432,Female,2001
10,emma,425,Female,2001
11,grace,398,Female,2001
12,caitlin,325,Female,2001
13,jasmine,310,Female,2001
14,zoe,283,Female,2001
15,amy,277,Female,2001
16,charlotte,276,Female,2001
17,lauren,273,Female,2001
18,samantha,261,Female,2001
19,ella,257,Female,2001
20,madison,250,Female,2001
21,jade,235,Female,2001
22,maddison,232,Female,2001
23,lily,213,Female,2001
24,lucy,205,Female,2001
25,holly,204,Female,2001
26,ruby,204,Female,2001
27,mia,202,Female,2001
28,brooke,195,Female,2001
29,laura,182,Female,2001
30,chelsea,181,Female,2001
31,hayley,179,Female,2001
32,natasha,178,Female,2001
33,rebecca,176,Female,2001
34,amelia,175,Female,2001
35,elizabeth,175,Female,2001
36,stephanie,174,Female,2001
37,courtney,166,Female,2001
38,kayla,166,Female,2001
39,amber,164,Female,2001
40,kate,161,Female,2001
41,lara,160,Female,2001
42,claudia,159,Female,2001
43,natalie,153,Female,2001
44,erin,152,Female,2001
45,taylah,152,Female,2001
46,taylor,152,Female,2001
47,alexandra,150,Female,2001
48,alyssa,149,Female,2001
49,rachel,146,Female,2001
50,ashleigh,143,Female,2001
51,tara,140,Female,2001
52,isabelle,137,Female,2001
53,abbey,134,Female,2001
54,anna,132,Female,2001
55,tahlia,131,Female,2001
56,brianna,129,Female,2001
57,phoebe,129,Female,2001
58,bianca,126,Female,2001
59,gabrielle,125,Female,2001
60,kiara,125,Female,2001
61,madeline,123,Female,2001
62,tayla,123,Female,2001
63,ashley,120,Female,2001
64,ebony,120,Female,2001
65,claire,119,Female,2001
66,monique,119,Female,2001
67,molly,118,Female,2001
68,jennifer,108,Female,2001
69,sophia,106,Female,2001
70,gemma,104,Female,2001
71,megan,104,Female,2001
72,angela,103,Female,2001
73,mikayla,103,Female,2001
74,victoria,102,Female,2001
75,bethany,100,Female,2001
76,paige,100,Female,2001
77,madeleine,99,Female,2001
78,julia,98,Female,2001
79,mackenzie,92,Female,2001
80,alicia,91,Female,2001
81,kaitlyn,91,Female,2001
82,leah,91,Female,2001
83,paris,90,Female,2001
84,jasmin,89,Female,2001
85,abby,88,Female,2001
86,tiana,88,Female,2001
87,jemma,85,Female,2001
88,danielle,84,Female,2001
89,eliza,84,Female,2001
90,imogen,83,Female,2001
91,caitlyn,81,Female,2001
92,maya,81,Female,2001
93,vanessa,81,Female,2001
94,zara,81,Female,2001
95,nicole,80,Female,2001
96,annabelle,78,Female,2001
97,katie,77,Female,2001
98,alice,76,Female,2001
99,christina,76,Female,2001
100,rachael,76,Female,2001
1,jessica,784,Female,2000
2,emily,741,Female,2000
3,sarah,629,Female,2000
4,georgia,575,Female,2000
5,olivia,524,Female,2000
6,chloe,496,Female,2000
7,emma,461,Female,2000
8,sophie,449,Female,2000
9,isabella,426,Female,2000
10,hannah,417,Female,2000
11,caitlin,360,Female,2000
12,grace,318,Female,2000
13,samantha,309,Female,2000
14,amy,284,Female,2000
15,jasmine,281,Female,2000
16,lauren,273,Female,2000
17,zoe,261,Female,2000
18,madison,255,Female,2000
19,maddison,250,Female,2000
20,brooke,243,Female,2000
21,rebecca,237,Female,2000
22,laura,236,Female,2000
23,courtney,232,Female,2000
24,jade,227,Female,2000
25,chelsea,223,Female,2000
26,charlotte,210,Female,2000
27,stephanie,205,Female,2000
28,hayley,201,Female,2000
29,ella,200,Female,2000
30,natasha,198,Female,2000
31,elizabeth,189,Female,2000
32,alexandra,187,Female,2000
33,rachel,187,Female,2000
34,taylor,182,Female,2000
35,lucy,180,Female,2000
36,lily,176,Female,2000
37,holly,169,Female,2000
38,ashleigh,168,Female,2000
39,gabrielle,166,Female,2000
40,kate,166,Female,2000
41,anna,165,Female,2000
42,brianna,164,Female,2000
43,abbey,163,Female,2000
44,natalie,162,Female,2000
45,amelia,161,Female,2000
46,claudia,161,Female,2000
47,bianca,157,Female,2000
48,amber,151,Female,2000
49,tayla,150,Female,2000
50,ruby,148,Female,2000
51,brittany,147,Female,2000
52,ashley,145,Female,2000
53,monique,143,Female,2000
54,molly,142,Female,2000
55,madeline,139,Female,2000
56,kayla,136,Female,2000
57,taylah,136,Female,2000
58,erin,135,Female,2000
59,isabelle,135,Female,2000
60,phoebe,135,Female,2000
61,tahlia,134,Female,2000
62,alyssa,133,Female,2000
63,jennifer,128,Female,2000
64,kiara,127,Female,2000
65,claire,124,Female,2000
66,ebony,122,Female,2000
67,sophia,122,Female,2000
68,mia,121,Female,2000
69,tara,120,Female,2000
70,julia,119,Female,2000
71,eliza,117,Female,2000
72,lara,117,Female,2000
73,victoria,114,Female,2000
74,paige,113,Female,2000
75,madeleine,107,Female,2000
76,abby,105,Female,2000
77,megan,102,Female,2000
78,nicole,98,Female,2000
79,gemma,97,Female,2000
80,angela,96,Female,2000
81,katherine,96,Female,2000
82,kaitlyn,95,Female,2000
83,katie,94,Female,2000
84,mikayla,92,Female,2000
85,michelle,88,Female,2000
86,bethany,87,Female,2000
87,britney,87,Female,2000
88,breanna,85,Female,2000
89,katelyn,84,Female,2000
90,catherine,83,Female,2000
91,danielle,83,Female,2000
92,melissa,83,Female,2000
93,vanessa,83,Female,2000
94,rachael,81,Female,2000
95,jordan,80,Female,2000
96,tiana,80,Female,2000
97,caitlyn,79,Female,2000
98,sara,79,Female,2000
99,alicia,78,Female,2000
100,annabelle,78,Female,2000
1,emily,862,Female,1999
2,jessica,759,Female,1999
3,sarah,697,Female,1999
4,chloe,594,Female,1999
5,olivia,573,Female,1999
6,georgia,532,Female,1999
7,emma,480,Female,1999
8,isabella,401,Female,1999
9,sophie,386,Female,1999
10,hannah,378,Female,1999
11,samantha,337,Female,1999
12,lauren,321,Female,1999
13,grace,319,Female,1999
14,caitlin,314,Female,1999
15,amy,280,Female,1999
16,brooke,279,Female,1999
17,maddison,264,Female,1999
18,rebecca,261,Female,1999
19,courtney,259,Female,1999
20,jasmine,258,Female,1999
21,laura,258,Female,1999
22,alexandra,232,Female,1999
23,chelsea,226,Female,1999
24,zoe,226,Female,1999
25,rachel,220,Female,1999
26,brittany,216,Female,1999
27,jade,214,Female,1999
28,stephanie,213,Female,1999
29,natasha,207,Female,1999
30,taylor,205,Female,1999
31,hayley,193,Female,1999
32,gabrielle,189,Female,1999
33,elizabeth,188,Female,1999
34,ashleigh,186,Female,1999
35,brianna,183,Female,1999
36,lucy,181,Female,1999
37,natalie,181,Female,1999
38,kate,179,Female,1999
39,charlotte,168,Female,1999
40,claudia,168,Female,1999
41,madison,163,Female,1999
42,lily,157,Female,1999
43,amelia,156,Female,1999
44,kayla,153,Female,1999
45,holly,149,Female,1999
46,amber,148,Female,1999
47,ruby,148,Female,1999
48,madeleine,146,Female,1999
49,erin,143,Female,1999
50,kiara,141,Female,1999
51,tayla,141,Female,1999
52,ella,134,Female,1999
53,madeline,132,Female,1999
54,monique,132,Female,1999
55,bianca,130,Female,1999
56,claire,130,Female,1999
57,taylah,129,Female,1999
58,anna,128,Female,1999
59,tahlia,128,Female,1999
60,paige,127,Female,1999
61,ashley,126,Female,1999
62,isabelle,125,Female,1999
63,victoria,125,Female,1999
64,nicole,124,Female,1999
65,tara,122,Female,1999
66,lara,116,Female,1999
67,abbey,115,Female,1999
68,alyssa,115,Female,1999
69,eliza,113,Female,1999
70,julia,112,Female,1999
71,danielle,111,Female,1999
72,megan,110,Female,1999
73,mia,110,Female,1999
74,ebony,109,Female,1999
75,michelle,109,Female,1999
76,mikayla,107,Female,1999
77,angela,106,Female,1999
78,molly,105,Female,1999
79,melissa,104,Female,1999
80,shania,102,Female,1999
81,jennifer,100,Female,1999
82,phoebe,99,Female,1999
83,sophia,97,Female,1999
84,amanda,95,Female,1999
85,rachael,95,Female,1999
86,bethany,92,Female,1999
87,kaitlyn,91,Female,1999
88,vanessa,91,Female,1999
89,britney,90,Female,1999
90,cassandra,90,Female,1999
91,katelyn,90,Female,1999
92,rhiannon,89,Female,1999
93,alicia,88,Female,1999
94,caitlyn,88,Female,1999
95,katie,88,Female,1999
96,abby,85,Female,1999
97,breanna,84,Female,1999
98,paris,81,Female,1999
99,bronte,80,Female,1999
100,casey,80,Female,1999
1,emily,799,Female,1998
2,jessica,778,Female,1998
3,sarah,645,Female,1998
4,chloe,575,Female,1998
5,emma,537,Female,1998
6,georgia,460,Female,1998
7,olivia,408,Female,1998
8,samantha,404,Female,1998
9,isabella,348,Female,1998
10,caitlin,341,Female,1998
11,hannah,328,Female,1998
12,courtney,323,Female,1998
13,maddison,308,Female,1998
14,brooke,305,Female,1998
15,sophie,298,Female,1998
16,amy,296,Female,1998
17,grace,296,Female,1998
18,rebecca,291,Female,1998
19,lauren,279,Female,1998
20,laura,255,Female,1998
21,taylor,250,Female,1998
22,jasmine,249,Female,1998
23,zoe,242,Female,1998
24,rachel,238,Female,1998
25,stephanie,238,Female,1998
26,alexandra,226,Female,1998
27,jade,223,Female,1998
28,natasha,223,Female,1998
29,chelsea,217,Female,1998
30,natalie,207,Female,1998
31,ashleigh,204,Female,1998
32,gabrielle,198,Female,1998
33,kate,196,Female,1998
34,brittany,192,Female,1998
35,madison,189,Female,1998
36,elizabeth,181,Female,1998
37,claudia,180,Female,1998
38,madeline,180,Female,1998
39,tayla,177,Female,1998
40,brianna,174,Female,1998
41,hayley,167,Female,1998
42,bianca,166,Female,1998
43,madeleine,162,Female,1998
44,lucy,158,Female,1998
45,erin,156,Female,1998
46,monique,152,Female,1998
47,ashley,151,Female,1998
48,kayla,151,Female,1998
49,taylah,151,Female,1998
50,shannon,148,Female,1998
51,amelia,147,Female,1998
52,claire,146,Female,1998
53,holly,144,Female,1998
54,charlotte,141,Female,1998
55,abbey,140,Female,1998
56,lily,136,Female,1998
57,victoria,133,Female,1998
58,megan,131,Female,1998
59,nicole,131,Female,1998
60,molly,128,Female,1998
61,paige,128,Female,1998
62,amber,127,Female,1998
63,cassandra,127,Female,1998
64,isabelle,121,Female,1998
65,rachael,121,Female,1998
66,tara,120,Female,1998
67,tahlia,119,Female,1998
68,melissa,118,Female,1998
69,danielle,117,Female,1998
70,anna,113,Female,1998
71,kaitlyn,112,Female,1998
72,ruby,112,Female,1998
73,bethany,108,Female,1998
74,mia,108,Female,1998
75,michelle,108,Female,1998
76,julia,107,Female,1998
77,shania,107,Female,1998
78,ebony,106,Female,1998
79,phoebe,106,Female,1998
80,eliza,104,Female,1998
81,mikayla,104,Female,1998
82,alana,101,Female,1998
83,jennifer,97,Female,1998
84,amanda,93,Female,1998
85,ella,93,Female,1998
86,jordan,93,Female,1998
87,katherine,93,Female,1998
88,katie,92,Female,1998
89,angela,91,Female,1998
90,georgina,91,Female,1998
91,monica,89,Female,1998
92,bronte,88,Female,1998
93,nicola,88,Female,1998
94,gemma,87,Female,1998
95,vanessa,86,Female,1998
96,breanna,85,Female,1998
97,rhiannon,85,Female,1998
98,alicia,83,Female,1998
99,caitlyn,83,Female,1998
100,tiffany,83,Female,1998
1,jessica,917,Female,1997
2,emily,767,Female,1997
3,sarah,670,Female,1997
4,emma,517,Female,1997
5,georgia,468,Female,1997
6,chloe,444,Female,1997
7,samantha,433,Female,1997
8,hannah,408,Female,1997
9,rebecca,382,Female,1997
10,lauren,378,Female,1997
11,courtney,368,Female,1997
12,caitlin,337,Female,1997
13,isabella,321,Female,1997
14,amy,318,Female,1997
15,laura,311,Female,1997
16,sophie,307,Female,1997
17,brooke,293,Female,1997
18,stephanie,291,Female,1997
19,olivia,287,Female,1997
20,rachel,283,Female,1997
21,taylor,274,Female,1997
22,maddison,256,Female,1997
23,grace,249,Female,1997
24,zoe,248,Female,1997
25,ashleigh,244,Female,1997
26,alexandra,231,Female,1997
27,madison,231,Female,1997
28,brittany,228,Female,1997
29,jasmine,221,Female,1997
30,taylah,218,Female,1997
31,elizabeth,211,Female,1997
32,madeline,202,Female,1997
33,kate,201,Female,1997
34,jade,197,Female,1997
35,natalie,197,Female,1997
36,tayla,197,Female,1997
37,chelsea,196,Female,1997
38,natasha,192,Female,1997
39,madeleine,190,Female,1997
40,nicole,187,Female,1997
41,kayla,183,Female,1997
42,ashley,168,Female,1997
43,claudia,166,Female,1997
44,brianna,164,Female,1997
45,holly,159,Female,1997
46,monique,158,Female,1997
47,erin,156,Female,1997
48,megan,152,Female,1997
49,gabrielle,150,Female,1997
50,hayley,150,Female,1997
51,lucy,145,Female,1997
52,melissa,145,Female,1997
53,bianca,144,Female,1997
54,danielle,144,Female,1997
55,rachael,144,Female,1997
56,amelia,142,Female,1997
57,cassandra,141,Female,1997
58,jordan,138,Female,1997
59,amber,137,Female,1997
60,jennifer,136,Female,1997
61,paige,136,Female,1997
62,victoria,127,Female,1997
63,ebony,124,Female,1997
64,shannon,124,Female,1997
65,charlotte,122,Female,1997
66,claire,122,Female,1997
67,eliza,121,Female,1997
68,anna,120,Female,1997
69,michelle,119,Female,1997
70,rhiannon,116,Female,1997
71,abbey,113,Female,1997
72,amanda,109,Female,1997
73,bethany,108,Female,1997
74,kaitlyn,107,Female,1997
75,tahlia,106,Female,1997
76,angela,105,Female,1997
77,katie,103,Female,1997
78,lily,100,Female,1997
79,mikayla,100,Female,1997
80,ruby,99,Female,1997
81,vanessa,98,Female,1997
82,melanie,96,Female,1997
83,alicia,95,Female,1997
84,isabelle,95,Female,1997
85,julia,95,Female,1997
86,alana,94,Female,1997
87,tara,91,Female,1997
88,katherine,89,Female,1997
89,monica,88,Female,1997
90,molly,87,Female,1997
91,shania,87,Female,1997
92,alice,85,Female,1997
93,mia,85,Female,1997
94,nicola,84,Female,1997
95,sophia,84,Female,1997
96,bronte,83,Female,1997
97,gemma,82,Female,1997
98,mikaela,82,Female,1997
99,jacqueline,80,Female,1997
100,lisa,80,Female,1997
1,jessica,1073,Female,1996
2,emily,748,Female,1996
3,sarah,722,Female,1996
4,emma,573,Female,1996
5,samantha,473,Female,1996
6,lauren,395,Female,1996
7,georgia,380,Female,1996
8,chloe,371,Female,1996
9,rebecca,357,Female,1996
10,stephanie,352,Female,1996
11,courtney,345,Female,1996
12,hannah,331,Female,1996
13,laura,323,Female,1996
14,amy,321,Female,1996
15,maddison,315,Female,1996
16,caitlin,306,Female,1996
17,sophie,296,Female,1996
18,brooke,284,Female,1996
19,taylor,255,Female,1996
20,isabella,254,Female,1996
21,rachel,254,Female,1996
22,olivia,250,Female,1996
23,brittany,247,Female,1996
24,ashleigh,240,Female,1996
25,alexandra,232,Female,1996
26,elizabeth,232,Female,1996
27,tayla,226,Female,1996
28,natalie,220,Female,1996
29,grace,218,Female,1996
30,jasmine,215,Female,1996
31,zoe,213,Female,1996
32,kate,204,Female,1996
33,danielle,203,Female,1996
34,natasha,202,Female,1996
35,madeleine,201,Female,1996
36,jade,199,Female,1996
37,madison,194,Female,1996
38,ashley,192,Female,1996
39,melissa,192,Female,1996
40,nicole,191,Female,1996
41,madeline,179,Female,1996
42,kayla,178,Female,1996
43,claudia,172,Female,1996
44,hayley,170,Female,1996
45,lucy,166,Female,1996
46,bianca,165,Female,1996
47,paige,163,Female,1996
48,brianna,160,Female,1996
49,holly,154,Female,1996
50,amanda,152,Female,1996
51,cassandra,152,Female,1996
52,chelsea,150,Female,1996
53,anna,148,Female,1996
54,erin,148,Female,1996
55,monique,148,Female,1996
56,michelle,145,Female,1996
57,amelia,143,Female,1996
58,shannon,139,Female,1996
59,jennifer,137,Female,1996
60,megan,137,Female,1996
61,taylah,137,Female,1996
62,gabrielle,131,Female,1996
63,eliza,128,Female,1996
64,jordan,123,Female,1996
65,victoria,123,Female,1996
66,angela,121,Female,1996
67,claire,115,Female,1996
68,rachael,113,Female,1996
69,ebony,111,Female,1996
70,amber,109,Female,1996
71,katherine,109,Female,1996
72,tahlia,108,Female,1996
73,ellen,106,Female,1996
74,tegan,106,Female,1996
75,vanessa,106,Female,1996
76,alana,104,Female,1996
77,katie,100,Female,1996
78,melanie,100,Female,1996
79,renee,98,Female,1996
80,chantelle,96,Female,1996
81,christina,96,Female,1996
82,abbey,95,Female,1996
83,rhiannon,95,Female,1996
84,tara,95,Female,1996
85,lisa,94,Female,1996
86,molly,92,Female,1996
87,charlotte,91,Female,1996
88,jessie,91,Female,1996
89,naomi,91,Female,1996
90,gemma,88,Female,1996
91,julia,88,Female,1996
92,kimberley,86,Female,1996
93,isabelle,84,Female,1996
94,nicola,84,Female,1996
95,tamara,84,Female,1996
96,alicia,83,Female,1996
97,alison,83,Female,1996
98,bethany,83,Female,1996
99,alice,82,Female,1996
100,bronte,82,Female,1996
1,jessica,1277,Female,1995
2,emily,812,Female,1995
3,sarah,778,Female,1995
4,emma,513,Female,1995
5,rebecca,484,Female,1995
6,lauren,475,Female,1995
7,samantha,456,Female,1995
8,stephanie,452,Female,1995
9,laura,382,Female,1995
10,amy,362,Female,1995
11,hannah,350,Female,1995
12,georgia,336,Female,1995
13,courtney,333,Female,1995
14,rachel,316,Female,1995
15,brooke,297,Female,1995
16,chloe,291,Female,1995
17,brittany,289,Female,1995
18,alexandra,286,Female,1995
19,caitlin,282,Female,1995
20,nicole,281,Female,1995
21,ashleigh,280,Female,1995
22,taylor,273,Female,1995
23,maddison,263,Female,1995
24,elizabeth,257,Female,1995
25,sophie,256,Female,1995
26,kate,252,Female,1995
27,olivia,249,Female,1995
28,grace,242,Female,1995
29,ashley,223,Female,1995
30,isabella,219,Female,1995
31,natalie,214,Female,1995
32,danielle,207,Female,1995
33,melissa,206,Female,1995
34,cassandra,204,Female,1995
35,madeleine,202,Female,1995
36,natasha,202,Female,1995
37,madison,201,Female,1995
38,jasmine,197,Female,1995
39,monique,191,Female,1995
40,kayla,189,Female,1995
41,zoe,189,Female,1995
42,jade,185,Female,1995
43,bianca,180,Female,1995
44,hayley,179,Female,1995
45,tayla,177,Female,1995
46,madeline,174,Female,1995
47,erin,170,Female,1995
48,gabrielle,162,Female,1995
49,holly,161,Female,1995
50,megan,160,Female,1995
51,rachael,157,Female,1995
52,lucy,156,Female,1995
53,amanda,155,Female,1995
54,shannon,155,Female,1995
55,amber,152,Female,1995
56,amelia,151,Female,1995
57,anna,140,Female,1995
58,paige,136,Female,1995
59,michelle,135,Female,1995
60,renee,133,Female,1995
61,chelsea,132,Female,1995
62,brianna,127,Female,1995
63,victoria,127,Female,1995
64,ebony,126,Female,1995
65,claudia,124,Female,1995
66,vanessa,120,Female,1995
67,katie,119,Female,1995
68,angela,118,Female,1995
69,kimberley,118,Female,1995
70,melanie,118,Female,1995
71,claire,115,Female,1995
72,tori,115,Female,1995
73,rhiannon,114,Female,1995
74,tamara,113,Female,1995
75,tara,113,Female,1995
76,taylah,111,Female,1995
77,jennifer,109,Female,1995
78,tiffany,109,Female,1995
79,lisa,105,Female,1995
80,naomi,105,Female,1995
81,tegan,105,Female,1995
82,gemma,104,Female,1995
83,ashlee,103,Female,1995
84,charlotte,103,Female,1995
85,ellen,103,Female,1995
86,chantelle,102,Female,1995
87,jacqueline,102,Female,1995
88,katherine,102,Female,1995
89,jessie,98,Female,1995
90,tahlia,97,Female,1995
91,alice,94,Female,1995
92,eliza,91,Female,1995
93,mikaela,91,Female,1995
94,julia,90,Female,1995
95,alana,86,Female,1995
96,alison,86,Female,1995
97,katelyn,86,Female,1995
98,casey,85,Female,1995
99,kelly,85,Female,1995
100,louise,84,Female,1995
1,jessica,1196,Female,1994
2,sarah,827,Female,1994
3,emily,736,Female,1994
4,rebecca,561,Female,1994
5,stephanie,542,Female,1994
6,emma,522,Female,1994
7,samantha,481,Female,1994
8,lauren,467,Female,1994
9,laura,398,Female,1994
10,amy,392,Female,1994
11,hannah,381,Female,1994
12,courtney,359,Female,1994
13,georgia,355,Female,1994
14,rachel,332,Female,1994
15,brooke,301,Female,1994
16,caitlin,297,Female,1994
17,alexandra,295,Female,1994
18,ashleigh,287,Female,1994
19,nicole,284,Female,1994
20,brittany,270,Female,1994
21,kate,264,Female,1994
22,natalie,259,Female,1994
23,melissa,249,Female,1994
24,elizabeth,247,Female,1994
25,danielle,239,Female,1994
26,cassandra,236,Female,1994
27,chloe,234,Female,1994
28,olivia,234,Female,1994
29,ashley,227,Female,1994
30,sophie,218,Female,1994
31,natasha,215,Female,1994
32,kayla,212,Female,1994
33,taylor,210,Female,1994
34,maddison,196,Female,1994
35,amanda,195,Female,1994
36,hayley,192,Female,1994
37,madeleine,191,Female,1994
38,erin,189,Female,1994
39,megan,185,Female,1994
40,jade,184,Female,1994
41,gabrielle,182,Female,1994
42,bianca,177,Female,1994
43,tayla,173,Female,1994
44,grace,170,Female,1994
45,jennifer,167,Female,1994
46,michelle,167,Female,1994
47,jasmine,164,Female,1994
48,rachael,150,Female,1994
49,lucy,149,Female,1994
50,madeline,148,Female,1994
51,isabella,143,Female,1994
52,holly,142,Female,1994
53,kimberley,142,Female,1994
54,paige,140,Female,1994
55,tamara,140,Female,1994
56,zoe,139,Female,1994
57,brianna,136,Female,1994
58,chelsea,136,Female,1994
59,madison,135,Female,1994
60,tori,135,Female,1994
61,gemma,134,Female,1994
62,melanie,134,Female,1994
63,katie,133,Female,1994
64,amelia,132,Female,1994
65,rhiannon,129,Female,1994
66,anna,128,Female,1994
67,claire,127,Female,1994
68,angela,126,Female,1994
69,tegan,124,Female,1994
70,ebony,123,Female,1994
